,01c [bldta],01s [bldta],02A [bldta],02B [bldta],13c [bldta],13s [Bmax=40000] [bldta],14c [bldta],14s [bldta],15c [bldta],15s [Bmax=13000] [bldta],22 [bldta],27 [bldta],33 [bldta],37a [bldta],37b [bldta],37c [bldta],38a [bldta],38b [bldta],max_Band5_MID_continuum [bldta],max_Band5_MID_spectral [bldta],max_LOW_continuum [bldta],max_LOW_spectral [bldta],max_MID_continuum [bldta],max_MID_spectral [bldta]
W kernel support pred9 [uv-pixels],,,,,47.63025382555672,102.68058174549488,40.791908257419344,47.32126615615762,40.825223506320306,22.42232297409945,26.72715513585155,37.56017346354275,37.56017346354275,37.97314637800734,37.97314637800734,37.560173022137654,19.856847388381862,19.856847388381862,18.14423086701847,33.72858014845958,,,74.55807688794057,79.63946718982402
W kernel support pred10 [uv-pixels],,,,,61.450783393054884,116.77822018886967,46.32506417879795,53.75006498701771,46.36294373529633,25.448431371266267,30.338940140881533,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,22.53451586316596,22.53451586316596,20.58955488087155,38.29539771968081,,,96.34428368811811,90.53042571425088
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,130.41152072330158,56.47630874376378,59.95542788247208,52.226438749896786,28.36585190378466,33.82183302571564,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,25.115620690946493,25.115620690946493,22.946445590819714,42.70080939067856,,,120.09487987399693,101.05529328804526
AW kernel support pred0 [uv-pixels],10.37124541883619,10.689566923973345,10.37124542430556,10.37124542430556,11.006740211402281,13.998097783449621,10.750276629866663,10.99446147321711,10.75144649102456,10.235090953281306,10.331487113466448,10.640641360700299,10.640641360700299,10.635495695131194,10.635495695131194,10.64064132225507,10.185163494761865,10.185163494761865,10.155026962267018,10.520776545289936,10.325529187536418,10.458359616386852,11.639658652420398,12.57979269850072
AW kernel support pred1 [uv-pixels],10.640083158612809,11.177290552217032,10.640083167930644,10.640083167930644,11.78751880711031,16.642180805329797,11.342988622657343,11.766381011837089,11.345031320793533,10.428432670924884,10.601978992016114,11.15091147042158,11.15091147042158,11.141864649222995,11.141864649222995,11.150911402840157,10.338069108108634,10.338069108108634,10.283363724477875,10.939405425167656,10.56208836545309,10.788099687688245,12.859631945591307,14.400476975671369
AW kernel support pred2 [uv-pixels],11.11154835296229,12.012685942039786,11.111548368820774,11.111548368820774,12.6523597767762,19.32240825248736,12.00879149814398,12.621949812829795,12.011769205792602,10.653244813536432,10.914240225723592,11.727887633196367,11.727887633196367,11.714611727728306,11.714611727728306,11.727887534038505,10.516554586813134,10.516554586813134,10.433528596569278,11.416388016725687,10.978502323319569,11.362409767077809,14.173409898963378,16.302737965143812
AW kernel support pred3 [uv-pixels],11.880579219410198,13.331478610941398,11.8805792454372,11.8805792454372,14.517321023459134,24.596200880340078,13.471088788253251,14.468388818052905,13.475984960587976,10.955528014112891,11.627930091795871,13.006621632332417,13.006621632332417,12.98453897632819,12.98453897632819,13.006621467442676,10.93192588357679,10.93192588357679,10.78441425621228,12.48511720242669,11.66152517748467,12.289935939531558,16.913996642604403,20.149289567428333
AW kernel support pred4 [uv-pixels],13.155274922046607,15.430512195710262,13.155274963819565,13.155274963819565,18.42768670679509,34.58379137794025,16.61766138904822,18.34410597044463,16.626255786174767,12.394232699388127,13.267879702330578,15.796189043779831,15.796189043779831,15.756811577895904,15.756811577895904,15.79618874986546,11.920567632034437,11.920567632034437,11.626703511407861,14.857540416587351,12.802227375101507,13.807527834585247,22.426065276979628,27.627887914410852
AW kernel support pred5 [uv-pixels],15.130172755896167,18.543880225612522,15.130172755896167,15.130172755896167,22.3290161604376,43.91349197239124,19.82253077352167,22.21406546150157,19.834527169181467,13.749669518987998,15.044305328219973,18.67087221506767,18.67087221506767,18.61540143407319,18.61540143407319,18.670871801128786,13.03496721631461,13.03496721631461,12.586161063163955,17.341034282053744,14.585441695609838,16.124318390085044,27.764601845537054,34.71835765654122
AW kernel support pred6 [uv-pixels],22.460718640303792,23.06930217169879,22.460718640303792,22.460718640303792,29.844919470975537,48.382284605281676,26.090992662429084,29.673875177500445,26.109097893199536,16.618935734848975,18.710215280609088,24.345255230843964,24.345255230843964,24.260759401855786,24.260759401855786,24.345254600462923,15.43598751155651,15.43598751155651,14.679938963692564,22.307400776329345,21.29706851448629,19.579588405930814,37.84947130267555,47.945341478431004
AW kernel support pred7 [uv-pixels],46.19449772013973,32.682307270668105,46.19449772013973,46.19449772013973,36.9656447376426,77.17294776249007,32.08800561773744,36.74402974933248,32.11161064363531,19.533791548903743,22.356515559535268,29.80740430239414,29.80740430239414,29.696771847977775,29.696771847977775,29.80740347711323,17.9139628396052,17.9139628396052,16.867060932024064,27.131585123922132,43.3178709452446,27.093262759052802,47.29225583065386,60.24454189999084
AW kernel support pred8 [uv-pixels],,,,,42.085693553318876,88.57262241365751,36.418471411411566,41.828507509622845,36.445936704079465,21.702829654547738,25.039345070256378,33.76263841139389,33.76263841139389,33.63367885983334,33.63367885983334,33.76263744944554,19.7745485971976,19.7745485971976,18.521123500625958,30.639673690225926,,,55.76137048593685,69.02247138740685
AW kernel support pred9 [uv-pixels],,,,,48.668686847776776,103.16637954097864,41.99975927647344,48.36633364874692,42.03211717652358,24.551182610107155,28.536657506720648,38.86858153588089,38.86858153588089,39.267796549406384,39.267796549406384,38.868581109334535,22.23273236031702,22.23273236031702,20.717459152986542,35.179782813869984,,,75.22570590714359,80.26484120883225
AW kernel support pred10 [uv-pixels],,,,,62.259126074979164,117.20560016688678,47.39210452353587,54.67238321226382,47.42913188961246,27.34268932014642,31.944503265381865,49.46024019156287,49.46024019156287,49.98318808671045,49.98318808671045,49.46024019156287,24.653689484279592,24.653689484279592,22.88951223142209,39.57950841671147,,,96.86186555800266,91.08105170672711
AW kernel support pred11 [uv-pixels],,,,,77.14611161385194,130.79436049526035,57.354803193114776,60.78366007876056,53.17519068604005,30.076927273700075,35.26919887407976,61.085915586517004,61.085915586517004,61.742752875548454,61.742752875548454,61.085915586517004,27.033209256237033,27.033209256237033,25.030768371195673,43.85611841714976,,,120.51049818148522,101.548866569415
W kernel support bw0 [uv-pixels],2.750042097446995,3.7771472068354686,2.75004211807365,2.75004211807365,4.598731355634937,9.795240760441635,3.9456872175398487,4.569265048785781,3.94887346585888,2.1810746942598755,2.596078961765857,3.636378496120267,3.636378496120267,3.621293785534966,3.621293785534966,3.6363783836232053,1.9332758248707569,1.9332758248707569,1.7676460630935407,3.2690578330648776,2.572266122053952,3.0622354360289386,0.9744138748898626,7.6322463493556105
W kernel support bw1 [uv-pixels],3.634744780888462,4.993177754564734,3.634744808164804,3.634744808164804,6.240640962912327,13.302713330643769,5.353820214924471,6.20062271999518,5.358146663706236,2.958413083396829,3.521641456359664,4.933845013899359,4.933845013899359,4.913364210152253,4.913364210152253,4.933844861159565,2.6221504312357893,2.6221504312357893,2.3974089117018518,4.4351540059154155,3.399663312688403,4.047603596141697,1.321294273866964,10.362129951262013
W kernel support bw2 [uv-pixels],4.844224065856056,6.6561718383828055,4.844224102231812,4.844224102231812,7.751271374489753,16.533464872064528,6.6491407900491275,7.701533423779585,6.654517221649326,3.6730947519960475,4.372715369744863,6.12726271159319,6.12726271159319,6.101813495300358,6.101813495300358,6.127262521800071,3.255444728054888,3.255444728054888,2.9763264228624027,5.5076233847675065,4.530729881943214,5.394845291107539,1.640067320537476,12.875529704060389
W kernel support bw3 [uv-pixels],6.414683358411498,8.81636670936435,6.414683406615884,6.414683406615884,10.523906579695991,22.471606478977908,9.026086258229668,10.456303122536108,9.033391979649355,4.474773074471193,5.9336968425840535,8.316983003869709,8.316983003869709,8.282406197946703,8.282406197946703,8.31698274600475,4.416673354915007,4.416673354915007,4.037770529586181,7.4751689986468435,5.99926407696051,7.144405181524172,2.2243085240814904,17.492680471330758
W kernel support bw4 [uv-pixels],8.547587862937027,11.751625701236538,8.547587927228234,8.547587927228234,15.478360293125123,33.106474080954236,13.272025845403709,15.378758852875688,13.28278515475237,7.322363293813132,8.71989861153877,12.227820259834948,12.227820259834948,12.17690893048455,12.17690893048455,12.227819880149372,6.488446090544879,6.488446090544879,5.931292822158076,10.988471560254714,7.993561519360343,9.520915129484475,3.2658859057630143,25.75461493812807
W kernel support bw5 [uv-pixels],11.35438803385117,15.6165134976365,11.35438803385117,11.35438803385117,19.964592725449812,42.75973312836822,17.115277569096378,19.835944755112546,17.12917009154261,9.436811531517819,11.239711865021624,15.767100851817567,15.767100851817567,15.701374798140897,15.701374798140897,15.76710036164501,8.361242152359699,8.361242152359699,7.6427384037336,14.167267554873215,10.61767909931516,12.648859377225866,4.206659489639245,33.24702029306559
W kernel support bw6 [uv-pixels],20.11178465076857,20.789244880205402,20.11178465076857,20.11178465076857,28.119730052563003,47.3375692619137,24.098545560073298,27.938125707532297,24.118146545633987,13.273621395800026,15.81366990444463,22.1966540779221,22.1966540779221,22.103946406801068,22.103946406801068,22.196653386521163,11.758814160319421,11.758814160319421,10.747120915749443,19.940414474021825,18.803327559523158,16.83330871057916,5.911728606840357,46.89089218050087
W kernel support bw7 [uv-pixels],45.09913102949984,31.114839040791534,45.09913102949984,45.09913102949984,35.58734172243838,76.52230959891384,30.490000074187428,35.357088712446775,30.514841276474517,16.78001824421009,19.995344157171754,28.079910100397136,28.079910100397136,27.962443709211918,27.962443709211918,28.079909224344412,14.863043585307691,14.863043585307691,13.5829946802836,25.221477183873127,42.14781065759961,25.18024795213656,7.46790104928229,59.4087942037183
W kernel support bw8 [uv-pixels],,,,,40.880381625712175,88.0063034176095,35.01863875058255,40.61556401778233,35.047201061393864,19.261692942582094,22.955801043469872,32.24772476467961,32.24772476467961,32.112682130996156,32.112682130996156,32.24772375754145,17.05968265305453,17.05968265305453,15.5894841391702,28.961864647213634,,,8.845739262964855,68.29422784119753
W kernel support bw9 [uv-pixels],,,,,47.63025382555672,102.68058174549488,40.791908257419344,47.32126615615762,40.82522350632032,22.422322974099455,26.72715513585155,37.56017346354277,37.56017346354277,37.97314637800734,37.97314637800734,37.56017302213766,19.856847388381862,19.856847388381862,18.144230867018475,33.72858014845958,,,11.974354786031817,79.63946718982403
W kernel support bw10 [uv-pixels],,,,,61.450783393054884,116.77822018886967,46.32506417879795,53.75006498701771,46.362943735296334,25.44843137126627,30.338940140881533,48.438779503689936,48.438779503689936,48.97263614827645,48.97263614827645,48.438779503689936,22.534515863165964,22.534515863165964,20.58955488087155,38.29539771968081,,,15.412318066456516,90.5304257142509
W kernel support bw11 [uv-pixels],,,,,76.49524519299813,130.41152072330158,56.47630874376378,59.95542788247208,52.22643874989679,28.365851903784662,33.82183302571564,60.26183770051394,60.26183770051394,60.927559713573345,60.927559713573345,60.26183770051394,25.115620690946496,25.115620690946496,22.94644559081972,42.70080939067856,,,19.13712974647218,101.05529328804528
AW kernel support bw0 [uv-pixels],10.37124541883619,10.689566923973345,10.37124542430556,10.37124542430556,11.006740211402281,13.998097783449621,10.750276629866663,10.99446147321711,10.751446491024561,10.235090953281306,10.33148711346645,10.640641360700299,10.640641360700299,10.635495695131194,10.635495695131194,10.64064132225507,10.185163494761865,10.185163494761865,10.155026962267018,10.520776545289936,10.325529187536418,10.458359616386852,10.047361962205695,12.57979269850072
AW kernel support bw1 [uv-pixels],10.640083158612809,11.177290552217032,10.640083167930644,10.640083167930644,11.78751880711031,16.642180805329797,11.342988622657343,11.766381011837089,11.345031320793534,10.428432670924884,10.601978992016114,11.15091147042158,11.15091147042158,11.141864649222997,11.141864649222997,11.150911402840157,10.338069108108634,10.338069108108634,10.283363724477875,10.939405425167656,10.562088365453087,10.788099687688245,10.08691323240929,14.40047697567137
AW kernel support bw2 [uv-pixels],11.11154835296229,12.012685942039788,11.111548368820774,11.111548368820774,12.6523597767762,19.32240825248736,12.008791498143982,12.621949812829795,12.011769205792604,10.653244813536434,10.914240225723592,11.727887633196369,11.727887633196369,11.714611727728307,11.714611727728307,11.727887534038505,10.516554586813134,10.516554586813134,10.43352859656928,11.416388016725687,10.978502323319569,11.362409767077809,10.133598611347056,16.302737965143812
AW kernel support bw3 [uv-pixels],11.880579219410198,13.3314786109414,11.8805792454372,11.8805792454372,14.517321023459134,24.596200880340078,13.471088788253253,14.468388818052905,13.475984960587976,10.955528014112891,11.627930091795871,13.006621632332417,13.006621632332417,12.984538976328192,12.984538976328192,13.006621467442677,10.93192588357679,10.93192588357679,10.784414256212282,12.48511720242669,11.66152517748467,12.289935939531558,10.244391070742154,20.149289567428337
AW kernel support bw4 [uv-pixels],13.155274922046607,15.430512195710264,13.155274963819565,13.155274963819565,18.42768670679509,34.58379137794025,16.617661389048223,18.34410597044463,16.626255786174767,12.394232699388127,13.267879702330578,15.796189043779833,15.796189043779833,15.756811577895904,15.756811577895904,15.796188749865463,11.920567632034437,11.920567632034437,11.626703511407863,14.857540416587351,12.80222737510151,13.807527834585247,10.519791383362197,27.627887914410856
AW kernel support bw5 [uv-pixels],15.130172755896167,18.543880225612522,15.130172755896167,15.130172755896167,22.3290161604376,43.91349197239124,19.822530773521674,22.21406546150157,19.83452716918147,13.749669518987998,15.044305328219973,18.67087221506768,18.67087221506768,18.61540143407319,18.61540143407319,18.67087180112879,13.03496721631461,13.03496721631461,12.586161063163955,17.341034282053744,14.585441695609838,16.124318390085044,10.848777998547666,34.71835765654123
AW kernel support bw6 [uv-pixels],22.460718640303792,23.06930217169879,22.460718640303792,22.460718640303792,29.844919470975537,48.382284605281676,26.090992662429084,29.673875177500445,26.10909789319954,16.61893573484897,18.710215280609088,24.34525523084397,24.34525523084397,24.26075940185579,24.26075940185579,24.34525460046293,15.435987511556512,15.435987511556512,14.679938963692566,22.307400776329345,21.29706851448629,19.579588405930814,11.616735131737085,47.94534147843101
AW kernel support bw7 [uv-pixels],46.19449772013973,32.682307270668105,46.19449772013973,46.19449772013973,36.9656447376426,77.17294776249007,32.08800561773744,36.74402974933248,32.11161064363531,19.533791548903746,22.35651555953527,29.807404302394147,29.807404302394147,29.696771847977775,29.696771847977775,29.807403477113237,17.913962839605205,17.913962839605205,16.867060932024067,27.131585123922132,43.31787094524461,27.093262759052802,12.480767047015641,60.24454189999085
AW kernel support bw8 [uv-pixels],,,,,42.085693553318876,88.57262241365751,36.418471411411566,41.828507509622845,36.44593670407947,21.702829654547738,25.039345070256378,33.7626384113939,33.7626384113939,33.63367885983334,33.63367885983334,33.762637449445556,19.774548597197604,19.774548597197604,18.52112350062596,30.639673690225926,,,13.350921432933308,69.02247138740685
AW kernel support bw9 [uv-pixels],,,,,48.668686847776776,103.16637954097864,41.99975927647344,48.36633364874692,42.032117176523585,24.55118261010716,28.536657506720655,38.86858153588091,38.86858153588091,39.267796549406384,39.267796549406384,38.86858110933454,22.232732360317023,22.232732360317023,20.717459152986546,35.179782813869984,,,15.600806791373424,80.26484120883227
AW kernel support bw10 [uv-pixels],,,,,62.259126074979164,117.20560016688678,47.39210452353588,54.67238321226382,47.42913188961246,27.34268932014642,31.94450326538187,49.46024019156288,49.46024019156288,49.983188086710456,49.983188086710456,49.46024019156288,24.6536894842796,24.6536894842796,22.889512231422092,39.57950841671147,,,18.372249404512825,91.08105170672712
AW kernel support bw11 [uv-pixels],,,,,77.14611161385194,130.79436049526035,57.354803193114776,60.78366007876056,53.17519068604006,30.07692727370008,35.26919887407977,61.08591558651702,61.08591558651702,61.742752875548454,61.742752875548454,61.08591558651702,27.033209256237036,27.033209256237036,25.030768371195673,43.85611841714976,,,21.59235362190306,101.548866569415
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],19.69914134705986,9.492900428598322,19.699141351706178,19.699141351706178,83.51232902262552,5.768160019898978,48.519953120415956,12.762254531313086,35.582341297450704,0.0017963547140271356,9.874699724315276,90.73094088006523,90.73094088006523,125.71262218013442,125.71262218013442,90.73093915355061,10.257303355216898,10.257303355216898,8.03047046078475,60.541223944842066,11.290841170151845,6.506552157159795,908.1428105672887,798.127446575664
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,63.62339737599999,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],3.7217821591315245,1.293119709527821,3.836309674150547,3.836309674150547,3.196558574431239,0.138584026161234,2.868246905745801,0.2016957541579684,2.3809165690855774,0.00886290962021202,1.1256093100093092,3.7358468969076246,3.7358468969076246,4.713046973139662,4.713046973139662,3.8098581096329243,1.547806240675163,1.547806240675163,1.382536979513873,0.8836475162739161,2.1169110551790142,0.9155561670778538,9.313604640958232,5.759573088388212
-> Gridding [PetaFLOPS],1.4948772786801283,0.2626672249210415,1.4949924308197435,1.4949924308197435,1.1470433340852895,0.018406022073993285,1.0668322005175572,0.050128895722160734,0.8528881426081055,0.0008489654306720669,0.4355023501979413,1.6818129338634176,1.6818129338634176,2.2727941231543083,2.2727941231543083,1.6818128617406072,0.7363086485276726,0.7363086485276726,0.6806462151887525,0.37317588458744744,0.982669173208306,0.3357177632534377,4.481132798002579,1.7365654207489856
-> FFT [PetaFLOPS],0.36445459614618153,0.4030270177613691,0.43387451489364437,0.43387451489364437,1.1469119333689959,0.0467556392902537,1.0247732320426368,0.07097157150176298,0.848651495711713,0.0004325838194470763,0.36439650550230396,1.2035611599003053,1.2035611599003053,1.453443018622224,1.453443018622224,1.2507596881938774,0.46139284045936446,0.46139284045936446,0.3946604956093644,0.30451408545980246,0.1859816161162063,0.24410553071040278,2.3393557901473425,2.2431226107679856
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018526355640166347,0.0
-> Projection [PetaFLOPS],0.22496222272951344,0.2762955995710545,0.2699546645825549,0.2699546645825549,0.6460614105279613,0.03154296032809204,0.5754314988461073,0.04279001066480762,0.47813247568972106,0.0003335213473940976,0.20626933708809184,0.6703183659717133,0.6703183659717133,0.8059661456524724,0.8059661456524724,0.6971311292785638,0.25693988215117736,0.25693988215117736,0.21929087676581915,0.1812712829123614,0.1126450540858989,0.16730922800851739,1.42109384621445,1.330131604440431
-> Convolution [PetaFLOPS],1.637488061575701,0.3511298672743558,1.637488063854604,1.637488063854604,0.2565418964489925,0.041879404468894973,0.20120997433949947,0.0378052762692371,0.20124445507603753,0.0072478390226987785,0.1194411172209719,0.18015443717218932,0.18015443717218932,0.1808436857106571,0.1808436857106571,0.18015443041987614,0.0931648695369485,0.0931648695369485,0.08793939194993727,0.024686263314304995,0.8356152117686031,0.16842364510549587,1.070169571029843,0.4497534524308093
