,01c [bldta],01s [bldta],02A [bldta],02B [bldta],13c [bldta],13s [Bmax=40000] [bldta],14c [bldta],14s [bldta],15c [bldta],15s [Bmax=13000] [bldta],22 [bldta],27 [bldta],33 [bldta],37a [bldta],37b [bldta],37c [bldta],38a [bldta],38b [bldta],max_Band5_MID_continuum [bldta],max_Band5_MID_spectral [bldta],max_LOW_continuum [bldta],max_LOW_spectral [bldta],max_MID_continuum [bldta],max_MID_spectral [bldta]
W kernel support pred5 [pixels],26.020101007149538,19.29285292917293,26.064415624528284,26.064415624528284,66.82483370045519,50.44248022151274,61.02696858154357,27.058953220561587,57.90039152574866,12.29893033432218,31.59066734602517,42.91460811919548,42.91460811919548,64.54148365115067,64.54148365115067,61.85223442413826,35.68852607237149,35.68852607237149,33.84636393736545,20.818141309922336,25.53440855637001,16.89197451464133,78.68759013503822,48.97966037289163
W kernel support pred6 [pixels],34.671953948141095,25.692550068674183,34.73113218943302,34.73113218943302,94.49748364988893,55.85228228738114,86.26369604293117,38.14070033869525,81.82570263690992,17.306461390092636,44.5479306106224,60.57699539232267,60.57699539232267,91.25418534485718,91.25418534485718,87.43537163880934,50.34551171184717,50.34551171184717,47.73882299256474,29.32473870009688,34.02337786550392,22.490062452638117,111.3598942311903,69.17208646699768
W kernel support pred7 [pixels],51.979089580735916,38.47761318187282,52.06814258694418,52.06814258694418,119.98091770384119,90.37209736718873,109.49084113725316,48.299251688542604,103.83893495808066,21.88550784083751,56.43326110802765,76.80126265651437,76.80126265651437,115.8482365310374,115.8482365310374,110.9832653312597,63.79718143523431,63.79718143523431,60.48580080326259,37.1152618463556,51.00315464809278,33.66793462747654,141.47994854994755,87.73320115312033
W kernel support pred8 [pixels],,,,,138.1188147532908,103.96855967296712,126.01603943118138,55.505438258058,119.4968878207186,25.127807730914583,64.86831008016387,88.3277238283474,88.3277238283474,133.35032574600675,133.35032574600675,127.73766173012636,73.34764943207794,73.34764943207794,69.53436152380668,42.63774979418926,,,162.9347987663188,100.92654426829456
W kernel support pred9 [pixels],,,,,161.332626214726,121.35176022146271,147.1583495085933,64.70150568502494,139.52567241925294,29.25878616175711,75.63695382424179,103.05643802262244,103.05643802262244,155.74732023689944,155.74732023689944,149.17431050298364,85.54450724694205,85.54450724694205,81.08847119227002,49.680857046959886,,,190.41238000833275,117.79263644736629
W kernel support pred10 [pixels],,,,,183.6707342501304,138.06131578474688,167.49576478441472,73.524367898809,158.78805833283928,33.215556723312325,85.97289748807525,117.20654142886015,117.20654142886015,177.2964097231015,177.2964097231015,169.7959403177329,97.2554276057958,97.2554276057958,92.18051212999403,56.4338518890914,,,216.87158476637973,134.0034362878795
W kernel support pred11 [pixels],,,,,205.30483680355778,154.22872613115808,187.18586564372526,82.04630736149853,177.43396434237013,37.031630780163155,95.96009105006982,130.89072537713076,130.89072537713076,198.16374600017997,198.16374600017997,189.7621481087857,108.57482699654486,108.57482699654486,102.90020525093851,62.95277695664681,,,242.512650404504,149.68680620835184
"W kernel support pred, ff0 [pixels]",94.44788008440969,88.26430262687782,94.49305725599304,94.49305725599304,145.80351622181962,122.14132705527012,137.1792883608673,94.21730748608076,132.63231113356383,83.16301767267085,98.83573850990713,112.18176284094925,112.18176284094925,142.37943798380434,142.37943798380434,138.3922872109566,103.39673593912099,103.39673593912099,101.30458527055703,88.71861065972381,93.95629007157072,86.4146990985945,164.06947689967217,120.15114655366463
"W kernel support pred, ff1 [pixels]",103.96073137208651,93.97229559498659,104.03256567360341,104.03256567360341,183.95876627145483,148.7222188955185,171.25114213550904,104.70782851941014,164.49482744461235,85.7308391448472,112.28733401335812,133.44334297573258,133.44334297573258,178.92887283845778,178.92887283845778,173.04652176358812,119.6268493840268,119.6268493840268,116.27638965167289,95.44149089307356,103.17809864598304,90.91580754192266,210.51285093212368,145.69597770797085
"W kernel support pred, ff2 [pixels]",119.3323007757197,103.54280147363826,119.4437205020048,119.4437205020048,220.98518909871413,175.1833666876211,204.56164395903411,115.94686961297806,195.79096917068705,88.68165607822256,126.43033021386505,154.98661335961506,154.98661335961506,214.4948251122013,214.4948251122013,206.88747294457488,136.43725144961425,136.43725144961425,131.8846561612982,102.85711721855915,118.11665137068502,98.5687216438724,255.0702341212924,171.20403847445706
"W kernel support pred, ff3 [pixels]",142.02115698217142,118.25444208546247,142.18577403943584,142.18577403943584,291.43084119957007,226.48921030936486,268.27383096147145,139.26071431236954,255.85492694018666,92.59577054447496,155.2047875244047,197.3617047352245,197.3617047352245,282.2932893660117,282.2932893660117,271.56052470643596,170.15143523059183,170.15143523059183,163.37968758216914,118.76516745185553,140.22271612849113,110.53552476416618,339.1868754272399,220.78191060837244
"W kernel support pred, ff4 [pixels]",175.7789228416345,141.00205484666546,176.01589180287516,176.01589180287516,421.11196068655016,322.4016747902511,386.04781268435283,185.84982746941014,367.1900883106763,110.56994427848146,211.5043978251964,277.5867431397918,277.5867431397918,407.2896876476893,407.2896876476893,391.0318210027149,235.16272398559536,235.16272398559536,224.48281911565886,151.88887356815619,173.18718535648907,129.37905715863914,493.1312621937343,313.65668077926273
"W kernel support pred, ff5 [pixels]",223.00430940012106,173.84391604364126,223.33526537088105,223.33526537088105,540.5513273889756,411.39324726768797,494.72681070685184,230.7812053896993,470.06078509639497,126.81039386258784,265.08507475054523,352.5144958176097,352.5144958176097,522.4926785717403,522.4926785717403,501.2431843013403,296.50453144256284,296.50453144256284,282.3417902365109,184.76276812819532,219.38182536552978,157.04038777400768,634.5637539606441,399.92056253161564
"W kernel support pred, ff6 [pixels]",288.68190278791127,220.56032339930294,289.13681668412914,289.13681668412914,760.2010014688916,453.9235133250929,694.7310388338657,315.43879505995045,659.4759428284981,159.9026915789509,365.25218656167544,491.1747466317205,491.1747466317205,734.4037622105616,734.4037622105616,704.0429174925838,410.63233575764025,410.63233575764025,390.1995567985532,247.8632267785067,283.70015059609534,196.90451031885488,894.4638990834908,559.1294688680425
"W kernel support pred, ff7 [pixels]",423.45820128213217,318.0467101466785,424.1578176069355,424.1578176069355,963.1754353364595,727.3894575004899,879.572415863734,394.5888159528649,834.5547090794134,192.49527012601388,458.4993232212637,619.5964594158314,619.5964594158314,930.232277482606,930.232277482606,891.4629839481181,516.6092749662292,516.6092749662292,490.4549462733204,307.5105369952492,415.793932350708,280.97314571524834,1134.6633218133613,706.41017363337
"W kernel support pred, ff8 [pixels]",,,,,1107.8427899691574,835.5869372065151,1011.2975330786425,451.1924592433052,959.3166300682971,216.3562575179093,525.0766132384896,711.1359609727213,711.1359609727213,1069.7980183661919,1069.7980183661919,1025.0279285726472,592.2095670803574,592.2095670803574,561.9980032718094,350.3577789642478,,,1305.9310523673644,811.3659529633724
"W kernel support pred, ff9 [pixels]",,,,,1293.1379825856914,974.1047075988455,1179.9818257608763,523.7577967211524,1119.068563091136,247.36390264184362,610.361140771487,828.3237789332621,828.3237789332621,1248.5441829196193,1248.5441829196193,1196.0729051770202,689.0161203395866,689.0161203395866,653.6220393003701,405.4183069903352,,,1525.3982973204124,945.7307930263083
"W kernel support pred, ff10 [pixels]",,,,,1471.5420726839072,1107.38399963057,1342.3521140616656,593.6103866972365,1272.8210549889732,277.5058293804529,692.4201777531372,941.0589219797914,941.0589219797914,1420.6255951674673,1420.6255951674673,1360.7212522396053,782.14548820684,782.14548820684,741.7707167710722,458.50397697136054,,,1736.8161082455408,1075.0083441375823
"W kernel support pred, ff11 [pixels]",,,,,1644.3858625504756,1236.4206394664177,1499.6223161164976,661.2277817107197,1421.724287245585,306.8645750282247,771.8378720674519,1050.1773409020468,1050.1773409020468,1587.3272172569605,1587.3272172569605,1520.2036254104535,872.2749312396278,872.2749312396278,827.0797684648426,509.9366000782966,,,1941.74990119683,1200.1637209076218
W kernel support bw0 [pixels],6.275450746309772,4.661322100221864,6.286068263410436,6.286068263410436,3.8275079391357223,11.53696760338699,3.5004926091027597,6.221059282196605,3.323824430907405,2.839694934168111,3.3619853218066758,2.4737274240993954,2.4737274240993954,3.6988115883151793,3.6988115883151793,3.547086565649659,3.7935587406069047,3.7935587406069047,3.59965162458729,2.223221027162182,6.159069080445949,4.084077734592884,2.084345691839051,1.8288671708838549
W kernel support bw1 [pixels],8.298939754777352,6.162883278384619,8.31299314386127,8.31299314386127,5.193353345526571,15.671579767013021,4.749353558421579,8.444422487330582,4.509503937295355,3.8523060879160083,4.561311090507605,3.3555818508085165,3.3555818508085165,5.018612641667018,5.018612641667018,4.812613018945513,5.147257305274781,5.147257305274781,4.8839803953158185,3.0156086793267645,8.14489874879536,5.3991956301956465,2.827148262015821,2.480477580598318
W kernel support bw2 [pixels],11.068111577033784,8.216895453318717,11.086874536586775,11.086874536586775,6.449733368674764,19.481245774786803,5.898019293286425,10.49082677646951,5.600001711808913,4.783493958355892,5.664371877586882,4.1664335035179185,4.1664335035179185,6.232595063133535,6.232595063133535,5.976622644966112,6.392452285947836,6.392452285947836,6.065301670785807,3.74413691605372,10.86245205040046,7.197865228779641,3.5100553472176443,3.079491999310491
W kernel support bw3 [pixels],14.668210221510165,10.885851678428748,14.693107620578383,14.693107620578383,8.755129943969658,26.486247134881065,8.00552749913744,14.24865484374282,7.600661396047475,5.82824041135736,7.68810759015525,5.653570339859579,5.653570339859579,8.460096126434905,8.460096126434905,8.112317799582698,8.677298463729313,8.677298463729313,8.232799472099565,5.080153464150961,14.395317228210127,9.534560683122738,4.762336576235207,4.177813687243213
W kernel support bw4 [pixels],19.564887919499636,14.51377549895597,19.59814809776418,19.59814809776418,12.872997920872384,39.03981139241847,11.76924795635217,20.968785719198163,11.173206040580457,9.54079446520514,11.301937744825713,8.307760608787298,8.307760608787298,12.438547334633537,12.438547334633537,11.926476162513756,12.758383954611867,12.758383954611867,12.103868260401029,7.464240061423977,19.20034227059137,12.710072550477935,6.996790974803293,6.137208375775569
W kernel support bw5 [pixels],26.020101007149538,19.29285292917293,26.064415624528284,26.064415624528284,16.60006535937468,50.44248022151274,15.175107691230313,27.058953220561587,14.405714398734116,12.298930334322183,14.571879733277765,10.707981277478376,10.707981277478376,16.039153238850698,16.039153238850698,15.37807624836196,16.452085387262997,16.452085387262997,15.607080908471243,9.619818863321639,25.53440855637001,16.89197451464133,9.016873822200784,7.908277039313087
W kernel support bw6 [pixels],34.671953948141095,25.692550068674183,34.73113218943302,34.73113218943302,23.371669090928748,55.85228228738114,21.361682279564477,38.14070033869525,20.27664826751151,17.30646139009264,20.51096777330653,15.06441986071773,15.06441986071773,22.58040135575049,22.58040135575049,21.64794634564876,23.162908146083865,23.162908146083865,21.970945470458037,13.53140483626073,34.02337786550392,22.490062452638117,12.682142412429544,11.12099203887458
W kernel support bw7 [pixels],51.979089580735916,38.47761318187282,52.06814258694418,52.06814258694418,29.568835749369732,90.37209736718873,27.0219945371526,48.299251688542604,25.647403628663398,21.885507840837512,25.944239629500732,19.046788438324302,19.046788438324302,28.56615517104774,28.56615517104774,27.384681654429883,29.304288767330984,29.304288767330984,27.79392544706438,17.106282430581107,51.00315464809278,33.66793462747654,16.031456863740956,14.056013723908542
W kernel support bw8 [pixels],,,,,33.95951695906216,103.96855967296712,31.031550045013944,55.505438258058,29.4514440624959,25.127807730914586,29.792648671265212,21.865911787333545,21.865911787333545,32.80673572618783,32.80673572618783,31.448484676486782,33.65536083922448,33.65536083922448,31.918950508132838,19.636500941725668,,,18.401789764784752,16.132752228860515
W kernel support bw9 [pixels],,,,,39.55658296481214,121.35176022146271,36.14191642817904,64.70150568502494,34.299420287786546,29.258786161757115,34.69726900138385,25.456958553434607,25.456958553434607,38.212107171071125,38.212107171071125,36.62811761132519,39.201839853380385,39.201839853380385,37.17675864555632,22.859041113172704,,,21.420430460984715,18.77705304776184
W kernel support bw10 [pixels],,,,,44.92053659934653,138.06131578474688,41.0385934399515,73.524367898809,38.944231514422846,33.21555672331233,39.39644914660513,28.895806027403985,28.895806027403985,43.39200131369714,43.39200131369714,41.59128919540256,44.5172194747715,44.5172194747715,42.2149800464147,25.94450938137025,,,24.310408341083626,21.308204787589954
W kernel support bw11 [pixels],,,,,50.096321005702414,154.22872613115808,45.76275021308014,82.04630736149853,43.4250037504175,37.03163078016316,43.92975669230309,32.21170527182153,32.21170527182153,48.38987724088924,48.38987724088924,46.379706909059166,49.646051512425345,49.646051512425345,47.07592928070965,28.919232247983533,,,27.096425549763627,23.747915504733736
"W kernel support bw, ff0 [pixels]",94.44788008440969,88.26430262687784,94.49305725599304,94.49305725599304,85.65972384700646,122.14132705527012,84.75978235229557,94.21730748608076,84.30337932870665,83.16301767267085,84.40016883548745,82.41138848241457,82.41138848241457,85.29711166630848,85.29711166630848,84.8836655586314,85.56301553112678,85.56301553112678,85.02516966391312,81.95324002795392,93.95629007157072,86.4146990985945,81.71932333076207,81.32689793813084
"W kernel support bw, ff1 [pixels]",103.96073137208651,93.97229559498659,104.03256567360341,104.03256567360341,90.14509866973073,148.7222188955185,88.56414054381756,104.70782851941014,87.75807682869349,85.7308391448472,87.92926570443319,84.38385800423227,84.38385800423227,89.50940879155888,89.50940879155888,88.78242855705135,89.97573282318459,89.97573282318459,89.03150525581982,83.55841863772423,103.17809864598304,90.91580754192266,83.1356548474048,82.42437271694858
"W kernel support bw, ff2 [pixels]",119.3323007757197,103.54280147363826,119.4437205020048,119.4437205020048,95.19632279519934,175.1833666876211,92.87811594436361,115.94686961297806,91.68991889528976,88.68165607822256,91.94262863941958,86.66594925869757,86.66594925869757,94.26608848437373,94.26608848437373,93.19914788977735,94.9487259451103,94.9487259451103,93.56508215615895,85.42357941314565,118.11665137068502,98.5687216438724,84.78508870428807,83.7074031512405
"W kernel support bw, ff3 [pixels]",142.02115698217142,118.25444208546249,142.18577403943584,142.18577403943584,106.3284873469515,226.48921030936486,102.47761762709224,139.26071431236954,100.48523988164355,92.59577054447496,100.9100980692189,91.90007010669447,91.90007010669447,104.78877083917534,104.78877083917534,103.01369231908582,105.91936816386747,105.91936816386747,103.62362268063873,89.73131777722202,140.22271612849113,110.53552476416618,88.60874888284029,86.701004268349
"W kernel support bw, ff4 [pixels]",175.7789228416345,141.0020548466655,176.01589180287516,176.01589180287516,130.4059079571559,322.4016747902511,123.55149791612558,185.84982746941014,119.95746798935393,110.56994427848147,120.72681141497374,104.00581101701358,104.00581101701358,127.67896235065047,127.67896235065047,124.51270358449602,129.68302553738883,129.68302553738883,125.6034717647931,99.82861463754901,173.18718535648907,129.37905715863914,97.63772515009597,93.86469466978596
"W kernel support bw, ff5 [pixels]",223.00430940012106,173.84391604364126,223.33526537088105,223.33526537088105,155.03541168350125,411.39324726768797,145.3897148363253,230.7812053896993,140.29103631246474,126.81039386258784,141.3850750734006,117.21047408181983,117.21047408181983,151.2094042830585,151.2094042830585,146.74826970846297,154.02256740408768,154.02256740408768,148.2874990245244,111.00729056075373,219.3818253655298,157.04038777400768,107.71934304307348,101.99320627744623
"W kernel support bw, ff6 [pixels]",288.68190278791127,220.56032339930294,289.13681668412914,289.13681668412914,203.36920767445585,453.9235133250929,188.69174350785931,315.43879505995045,180.86768024641702,159.9026915789509,182.55077960898336,144.65113800920875,144.65113800920875,197.5651022441813,197.5651022441813,190.76831283780228,201.8348336689452,201.8348336689452,193.11715737192745,134.60434865909028,283.7001505960954,196.90451031885488,129.2035259380534,119.64653647907052
"W kernel support bw, ff7 [pixels]",423.45820128213217,318.0467101466785,424.1578176069355,424.1578176069355,249.7122885335945,727.3894575004899,230.5038916830211,394.5888159528649,220.2237862381375,192.49527012601388,222.43792050140462,172.09860425963424,172.09860425963424,242.1272685188683,242.1272685188683,233.2272079242171,247.7083885745167,247.7083885745167,236.3051981494404,158.51811729284356,415.7939323507081,280.97314571524834,151.15715989371847,138.00209199729233
"W kernel support bw, ff8 [pixels]",,,,,283.21003282712485,835.5869372065151,260.82418270658326,451.1924592433052,248.8228359123109,216.3562575179093,251.40907412097164,192.35269244451177,192.35269244451177,274.3757317557576,274.3757317557576,264.00087132549834,280.87672037030393,280.87672037030393,267.59006277999293,176.28924763297724,,,167.54717383181838,151.84533067098062
"W kernel support bw, ff9 [pixels]",,,,,326.4081622363819,974.1047075988455,299.9987331281494,523.7577967211524,285.8195494591059,247.36390264184362,288.8764969219219,218.80500744416796,218.80500744416796,315.9914059037353,315.9914059037353,303.7492649932514,323.65752249092765,323.65752249092765,307.9855979375604,199.60533229169533,,,189.11750271344118,170.19099316397907
"W kernel support bw, ff10 [pixels]",,,,,368.16123497169934,1107.38399963057,337.9151279506384,593.6103866972365,321.6610059797951,277.50582938045295,325.1663161262353,244.6179199942122,244.6179199942122,356.2350485178364,356.2350485178364,342.21259702687604,365.01246705415207,365.01246705415207,347.0658303267958,222.4399341183156,,,210.29441513614813,188.30436490233512
"W kernel support bw, ff11 [pixels]",,,,,408.6771931630249,1236.4206394664177,374.74081129781564,661.2277817107197,356.49232929520593,306.86457502822475,360.4285025839059,269.8258942673895,269.8258942673895,395.298790841628,395.298790841628,379.56414692393525,405.1453412907041,405.1453412907041,385.01059664522495,244.79503182054145,,,231.0624196288278,206.139912225843
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],40.890976676238964,17.936567387258965,41.10113657730024,41.10113657730024,2207.1690823269214,9.467522439951276,2065.6804286578285,32.63909014154857,1409.2624628822723,0.0039679907681385755,224.16752610460924,1274.8204082552309,1274.8204082552309,5948.509372119957,5948.509372119957,3870.305415564417,821.9234347593404,821.9234347593404,718.3562232572206,193.5840213320854,27.125079958125998,15.53638403213466,10934.788371595305,2584.928900071305
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,11.882806007469556,0.018753907706308397,14.658203891135473,0.06894999999999998,11.734648681692493,0.002164472474483216,5.215399414085552,26.364390272799916,26.364390272799916,35.59950607069217,35.59950607069217,26.364390272799916,13.21468127621751,13.21468127621751,13.561736659120177,3.6149657599999996,2.1089265529246033,0.9525730417777777,99.41155839999999,14.459863039999998
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],13.01844886253723,1.499243309026051,13.068582548629912,13.068582548629912,25.555538340979833,0.14698503677196742,25.631327810456444,0.2759105736571289,18.66277530897373,0.009294544519717642,5.931715675044212,53.84991473423561,53.84991473423561,67.51373185678887,67.51373185678887,46.14980666906969,17.146399223200643,17.146399223200643,15.769068511714348,1.346607310857114,8.427084329357605,1.1773047446773286,124.63019348075005,7.979504039828277
-> Gridding [PetaFLOPS],3.1721153640059545,0.33773871598264155,3.1805664513953547,3.1805664513953547,8.01061489713828,0.02458414961976168,8.260885754226575,0.08883021368597811,5.957632483903341,0.0008839650252758065,2.0565231218674285,7.451479639283044,7.451479639283044,22.4127432045103,22.4127432045103,15.24838867657403,6.514254838426033,6.514254838426033,6.0431557105907565,0.6095316596940548,2.1638933879745528,0.4538642367807112,32.712878703087256,2.241265910236091
-> FFT [PetaFLOPS],5.562488379238353,0.422510562365389,5.573160276283611,5.573160276283611,15.058083613398184,0.04101090678275946,15.187705510388975,0.09412217699460465,10.843522209172509,0.0006078481011304278,3.1867609805450963,44.88979043941385,44.88979043941385,40.93718598340874,40.93718598340874,27.808330427101986,9.721466585898138,9.721466585898138,8.908703287354873,0.5197053338750415,3.6467312839022856,0.3327636166114044,78.37232018192867,3.711690983470837
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.006652888339868677,0.0,0.0082363145637095,0.0,0.00657002781710188,0.0,0.003163382574936087,0.014754622741847441,0.014754622741847441,0.019998468999049786,0.019998468999049786,0.014755336023471179,0.007836376797669376,0.007836376797669376,0.008042182469262294,0.0018920306902437403,0.0,0.0,0.05522002686847711,0.00635814309281611
-> Projection [PetaFLOPS],0.07515881718319117,0.2089244209961341,0.08998840766033367,0.08998840766033367,0.1899745718232817,0.025393137611538552,0.1554482968033712,0.028402333223319514,0.1385181879997192,0.0002347935465952122,0.07582196867019743,0.25778131229808504,0.25778131229808504,0.1805395202635636,0.1805395202635636,0.16601591378580002,0.054343691494564035,0.054343691494564035,0.04414311538178634,0.15692272168167667,0.03529990489848998,0.11409851508193994,0.330547423134364,1.1511400648439951
-> Convolution [PetaFLOPS],4.208686302109734,0.530069609681887,4.224867413290615,4.224867413290615,2.2902123702802193,0.055996842757907735,2.019051934473816,0.0645558497532266,1.716532400081058,0.007567937846716197,0.6094462213865541,1.2361087204987793,1.2361087204987793,3.963264679607196,3.963264679607196,2.9123163155844014,0.848497730584236,0.848497730584236,0.765024215917671,0.058555564916097494,2.581159752582275,0.2765783762032731,13.159227145731274,0.8690489381845384
